,Airline,Journey_date,From,Destination,Dep_Time,Arrival_Time,Total_Stops,Duration,Price
232,Air India,08/01/2023,New Delhi,Bengaluru,15:35,18:30,Non stop,02 h 55 m,"₹ 18,345"
233,Vistara,08/01/2023,New Delhi,Bengaluru,16:05,18:50,Non stop,02 h 45 m,"₹ 18,345"
234,Air India,08/01/2023,New Delhi,Bengaluru,16:55,20:15,Non stop,03 h 20 m,"₹ 18,345"
235,Air India,08/01/2023,New Delhi,Bengaluru,13:30,16:25,Non stop,02 h 55 m,"₹ 21,495"
236,Vistara,08/01/2023,New Delhi,Bengaluru,17:30,20:25,Non stop,02 h 55 m,"₹ 21,495"
237,Vistara,08/01/2023,New Delhi,Bengaluru,14:10,17:00,Non stop,02 h 50 m,"₹ 25,142"
238,IndiGo,09/01/2023,New Delhi,Bengaluru,01:55,13:00,1 stop via Hyderabad,11 h 05 m,"₹ 5,238"
239,IndiGo,09/01/2023,New Delhi,Bengaluru,21:45,00:35,Non stop,02 h 50 m,"₹ 6,112"
240,IndiGo,09/01/2023,New Delhi,Bengaluru,21:45,00:35,Non stop,02 h 50 m,"₹ 4,537"
241,IndiGo,09/01/2023,New Delhi,Bengaluru,22:55,01:45,Non stop,02 h 50 m,"₹ 6,112"
242,SpiceJet,09/01/2023,New Delhi,Bengaluru,22:00,00:45,Non stop,02 h 45 m,"₹ 6,139"
243,AirAsia,09/01/2023,New Delhi,Bengaluru,21:20,00:25,Non stop,03 h 05 m,"₹ 6,217"
244,AirAsia,09/01/2023,New Delhi,Bengaluru,07:10,12:10,1 stop via Lucknow,05 h,"₹ 6,342"
245,Akasa Air,09/01/2023,New Delhi,Bengaluru,11:50,14:35,Non stop,02 h 45 m,"₹ 6,577"
246,SpiceJet,09/01/2023,New Delhi,Bengaluru,06:20,09:10,Non stop,02 h 50 m,"₹ 6,659"
247,IndiGo,09/01/2023,New Delhi,Bengaluru,07:00,09:50,Non stop,02 h 50 m,"₹ 6,659"
248,IndiGo,09/01/2023,New Delhi,Bengaluru,19:20,22:05,Non stop,02 h 45 m,"₹ 6,659"
249,IndiGo,09/01/2023,New Delhi,Bengaluru,17:15,22:10,1 stop via Hyderabad,04 h 55 m,"₹ 6,737"
250,AirAsia,09/01/2023,New Delhi,Bengaluru,16:30,19:20,Non stop,02 h 50 m,"₹ 7,016"
251,AirAsia,09/01/2023,New Delhi,Bengaluru,19:05,21:45,Non stop,02 h 40 m,"₹ 7,016"
252,IndiGo,09/01/2023,New Delhi,Bengaluru,15:40,18:30,Non stop,02 h 50 m,"₹ 7,079"
253,SpiceJet,09/01/2023,New Delhi,Bengaluru,19:35,22:20,Non stop,02 h 45 m,"₹ 7,184"
254,Vistara,09/01/2023,New Delhi,Bengaluru,20:40,23:20,Non stop,02 h 40 m,"₹ 7,184"
255,IndiGo,09/01/2023,New Delhi,Bengaluru,07:55,11:05,Non stop,03 h 10 m,"₹ 7,919"
256,IndiGo,09/01/2023,New Delhi,Bengaluru,20:30,23:25,Non stop,02 h 55 m,"₹ 7,919"
257,AirAsia,09/01/2023,New Delhi,Bengaluru,08:10,10:55,Non stop,02 h 45 m,"₹ 8,025"
258,Air India,09/01/2023,New Delhi,Bengaluru,19:25,22:40,Non stop,03 h 15 m,"₹ 8,234"
259,Air India,09/01/2023,New Delhi,Bengaluru,21:10,00:05,Non stop,02 h 55 m,"₹ 8,234"
260,IndiGo,09/01/2023,New Delhi,Bengaluru,09:15,12:05,Non stop,02 h 50 m,"₹ 8,580"
261,Go First,09/01/2023,New Delhi,Bengaluru,18:00,23:55,1 stop via Mumbai,05 h 55 m,"₹ 8,866"
262,AirAsia,09/01/2023,New Delhi,Bengaluru,09:30,12:15,Non stop,02 h 45 m,"₹ 9,000"
263,Go First,09/01/2023,New Delhi,Bengaluru,05:45,08:35,Non stop,02 h 50 m,"₹ 9,002"
264,IndiGo,09/01/2023,New Delhi,Bengaluru,04:20,07:15,Non stop,02 h 55 m,"₹ 9,250"
265,IndiGo,09/01/2023,New Delhi,Bengaluru,05:55,08:45,Non stop,02 h 50 m,"₹ 9,250"
266,Vistara,09/01/2023,New Delhi,Bengaluru,05:35,08:20,Non stop,02 h 45 m,"₹ 9,284"
267,Vistara,09/01/2023,New Delhi,Bengaluru,19:55,22:40,Non stop,02 h 45 m,"₹ 9,284"
268,Go First,09/01/2023,New Delhi,Bengaluru,10:45,15:10,1 stop via Goa,04 h 25 m,"₹ 9,367"
269,IndiGo,09/01/2023,New Delhi,Bengaluru,10:40,13:30,Non stop,02 h 50 m,"₹ 10,320"
270,IndiGo,09/01/2023,New Delhi,Bengaluru,11:45,14:40,Non stop,02 h 55 m,"₹ 10,320"
271,IndiGo,09/01/2023,New Delhi,Bengaluru,13:05,15:55,Non stop,02 h 50 m,"₹ 10,320"
272,IndiGo,09/01/2023,New Delhi,Bengaluru,17:25,20:05,Non stop,02 h 40 m,"₹ 10,320"
273,Air India,09/01/2023,New Delhi,Bengaluru,06:10,08:55,Non stop,02 h 45 m,"₹ 10,334"
274,Air India,09/01/2023,New Delhi,Bengaluru,08:00,10:55,Non stop,02 h 55 m,"₹ 10,334"
275,Vistara,09/01/2023,New Delhi,Bengaluru,08:10,10:45,Non stop,02 h 35 m,"₹ 10,334"
276,Air India,09/01/2023,New Delhi,Bengaluru,13:30,16:25,Non stop,02 h 55 m,"₹ 10,334"
277,Vistara,09/01/2023,New Delhi,Bengaluru,14:10,17:00,Non stop,02 h 50 m,"₹ 10,334"
278,Air India,09/01/2023,New Delhi,Bengaluru,15:35,18:30,Non stop,02 h 55 m,"₹ 10,334"
279,Vistara,09/01/2023,New Delhi,Bengaluru,16:05,18:50,Non stop,02 h 45 m,"₹ 10,334"
280,Air India,09/01/2023,New Delhi,Bengaluru,16:55,20:15,Non stop,03 h 20 m,"₹ 10,334"
281,Vistara,09/01/2023,New Delhi,Bengaluru,17:30,20:25,Non stop,02 h 55 m,"₹ 10,334"
282,Vistara,09/01/2023,New Delhi,Bengaluru,09:05,11:50,Non stop,02 h 45 m,"₹ 12,959"
283,Air India,09/01/2023,New Delhi,Bengaluru,09:45,12:30,Non stop,02 h 45 m,"₹ 12,959"
284,Go First,09/01/2023,New Delhi,Bengaluru,20:10,22:50,Non stop,02 h 40 m,"₹ 16,351"
285,IndiGo,10/01/2023,New Delhi,Bengaluru,21:45,00:35,Non stop,02 h 50 m,"₹ 4,537"
286,AirAsia,10/01/2023,New Delhi,Bengaluru,21:20,00:25,Non stop,03 h 05 m,"₹ 5,235"
287,IndiGo,10/01/2023,New Delhi,Bengaluru,20:30,23:25,Non stop,02 h 55 m,"₹ 5,237"
288,IndiGo,10/01/2023,New Delhi,Bengaluru,22:55,01:45,Non stop,02 h 50 m,"₹ 5,237"
289,IndiGo,10/01/2023,New Delhi,Bengaluru,01:55,08:10,1 stop via Hyderabad,06 h 15 m,"₹ 5,238"
290,SpiceJet,10/01/2023,New Delhi,Bengaluru,06:20,09:10,Non stop,02 h 50 m,"₹ 5,611"
291,SpiceJet,10/01/2023,New Delhi,Bengaluru,22:00,00:45,Non stop,02 h 45 m,"₹ 5,611"
292,IndiGo,10/01/2023,New Delhi,Bengaluru,07:00,09:50,Non stop,02 h 50 m,"₹ 5,692"
293,IndiGo,10/01/2023,New Delhi,Bengaluru,09:15,12:05,Non stop,02 h 50 m,"₹ 5,692"
294,AirAsia,10/01/2023,New Delhi,Bengaluru,09:30,12:15,Non stop,02 h 45 m,"₹ 5,816"
295,Akasa Air,10/01/2023,New Delhi,Bengaluru,11:50,14:35,Non stop,02 h 45 m,"₹ 5,827"
296,AirAsia,10/01/2023,New Delhi,Bengaluru,05:45,12:25,1 stop via Visakhapatnam,06 h 40 m,"₹ 5,987"
297,SpiceJet,10/01/2023,New Delhi,Bengaluru,19:35,22:20,Non stop,02 h 45 m,"₹ 6,135"
298,Air India,10/01/2023,New Delhi,Bengaluru,21:10,00:05,Non stop,02 h 55 m,"₹ 6,344"
299,IndiGo,10/01/2023,New Delhi,Bengaluru,07:55,11:05,Non stop,03 h 10 m,"₹ 6,416"
300,IndiGo,10/01/2023,New Delhi,Bengaluru,13:05,15:55,Non stop,02 h 50 m,"₹ 6,416"
301,Go First,10/01/2023,New Delhi,Bengaluru,05:45,08:35,Non stop,02 h 50 m,"₹ 6,602"
302,SpiceJet,10/01/2023,New Delhi,Bengaluru,14:00,16:40,Non stop,02 h 40 m,"₹ 6,654"
303,IndiGo,10/01/2023,New Delhi,Bengaluru,04:20,07:15,Non stop,02 h 55 m,"₹ 6,659"
304,SpiceJet,10/01/2023,New Delhi,Bengaluru,09:20,17:05,1 stop via Pune,07 h 45 m,"₹ 6,859"
305,AirAsia,10/01/2023,New Delhi,Bengaluru,08:10,10:55,Non stop,02 h 45 m,"₹ 7,016"
306,AirAsia,10/01/2023,New Delhi,Bengaluru,16:30,19:20,Non stop,02 h 50 m,"₹ 7,016"
307,IndiGo,10/01/2023,New Delhi,Bengaluru,15:40,18:30,Non stop,02 h 50 m,"₹ 7,079"
308,IndiGo,10/01/2023,New Delhi,Bengaluru,17:25,20:05,Non stop,02 h 40 m,"₹ 7,079"
309,IndiGo,10/01/2023,New Delhi,Bengaluru,19:20,22:05,Non stop,02 h 45 m,"₹ 7,079"
310,Vistara,10/01/2023,New Delhi,Bengaluru,05:35,08:20,Non stop,02 h 45 m,"₹ 7,184"
311,Air India,10/01/2023,New Delhi,Bengaluru,06:10,08:55,Non stop,02 h 45 m,"₹ 7,184"
312,Air India,10/01/2023,New Delhi,Bengaluru,08:00,10:55,Non stop,02 h 55 m,"₹ 7,184"
313,Air India,10/01/2023,New Delhi,Bengaluru,16:55,20:15,Non stop,03 h 20 m,"₹ 7,184"
314,Air India,10/01/2023,New Delhi,Bengaluru,19:25,22:40,Non stop,03 h 15 m,"₹ 7,184"
315,Vistara,10/01/2023,New Delhi,Bengaluru,20:40,23:20,Non stop,02 h 40 m,"₹ 7,184"
316,IndiGo,10/01/2023,New Delhi,Bengaluru,13:25,20:45,1 stop via Pune,07 h 20 m,"₹ 7,487"
317,IndiGo,10/01/2023,New Delhi,Bengaluru,10:40,13:30,Non stop,02 h 50 m,"₹ 7,499"
318,IndiGo,10/01/2023,New Delhi,Bengaluru,11:45,14:40,Non stop,02 h 55 m,"₹ 7,499"
319,AirAsia,10/01/2023,New Delhi,Bengaluru,07:10,12:10,1 stop via Lucknow,05 h,"₹ 7,540"
320,AirAsia,10/01/2023,New Delhi,Bengaluru,19:05,21:45,Non stop,02 h 40 m,"₹ 8,025"
321,Vistara,10/01/2023,New Delhi,Bengaluru,08:10,10:45,Non stop,02 h 35 m,"₹ 8,234"
322,Vistara,10/01/2023,New Delhi,Bengaluru,09:05,11:50,Non stop,02 h 45 m,"₹ 8,234"
323,Air India,10/01/2023,New Delhi,Bengaluru,09:45,12:30,Non stop,02 h 45 m,"₹ 8,234"
324,Vistara,10/01/2023,New Delhi,Bengaluru,16:05,18:50,Non stop,02 h 45 m,"₹ 8,234"
325,Vistara,10/01/2023,New Delhi,Bengaluru,17:30,20:25,Non stop,02 h 55 m,"₹ 8,234"
326,"Air India, Akasa Air",10/01/2023,New Delhi,Bengaluru,16:10,22:15,1 stop via Chennai,06 h 05 m,"₹ 8,425"
327,Vistara,10/01/2023,New Delhi,Bengaluru,14:10,17:00,Non stop,02 h 50 m,"₹ 9,284"
328,Vistara,10/01/2023,New Delhi,Bengaluru,19:55,22:40,Non stop,02 h 45 m,"₹ 9,284"
329,Air India,10/01/2023,New Delhi,Bengaluru,15:35,18:30,Non stop,02 h 55 m,"₹ 10,334"
330,Go First,10/01/2023,New Delhi,Bengaluru,10:55,15:10,1 stop via Goa,04 h 15 m,"₹ 12,727"
331,Go First,10/01/2023,New Delhi,Bengaluru,20:10,22:50,Non stop,02 h 40 m,"₹ 17,925"
332,IndiGo,11/01/2023,New Delhi,Bengaluru,07:55,11:05,Non stop,03 h 10 m,"₹ 4,537"
333,SpiceJet,11/01/2023,New Delhi,Bengaluru,06:20,09:10,Non stop,02 h 50 m,"₹ 5,234"
334,AirAsia,11/01/2023,New Delhi,Bengaluru,08:10,10:55,Non stop,02 h 45 m,"₹ 5,235"
335,AirAsia,11/01/2023,New Delhi,Bengaluru,09:30,12:15,Non stop,02 h 45 m,"₹ 5,235"
336,IndiGo,11/01/2023,New Delhi,Bengaluru,04:20,07:15,Non stop,02 h 55 m,"₹ 5,237"
337,IndiGo,11/01/2023,New Delhi,Bengaluru,07:00,09:50,Non stop,02 h 50 m,"₹ 5,237"
338,IndiGo,11/01/2023,New Delhi,Bengaluru,09:15,12:05,Non stop,02 h 50 m,"₹ 5,237"
339,AirAsia,11/01/2023,New Delhi,Bengaluru,07:10,12:10,1 stop via Lucknow,05 h,"₹ 5,237"
340,Vistara,11/01/2023,New Delhi,Bengaluru,05:35,08:20,Non stop,02 h 45 m,"₹ 5,241"
341,Akasa Air,11/01/2023,New Delhi,Bengaluru,11:50,14:35,Non stop,02 h 45 m,"₹ 5,277"
342,AirAsia,11/01/2023,New Delhi,Bengaluru,23:05,06:55,1 stop via Pune,07 h 50 m,"₹ 5,987"
343,IndiGo,11/01/2023,New Delhi,Bengaluru,17:15,22:10,1 stop via Hyderabad,04 h 55 m,"₹ 5,988"
344,IndiGo,11/01/2023,New Delhi,Bengaluru,10:40,13:30,Non stop,02 h 50 m,"₹ 6,112"
345,IndiGo,11/01/2023,New Delhi,Bengaluru,11:45,14:40,Non stop,02 h 55 m,"₹ 6,112"
346,IndiGo,11/01/2023,New Delhi,Bengaluru,21:45,00:35,Non stop,02 h 50 m,"₹ 6,112"
347,IndiGo,11/01/2023,New Delhi,Bengaluru,22:55,01:45,Non stop,02 h 50 m,"₹ 6,112"
348,AirAsia,11/01/2023,New Delhi,Bengaluru,21:20,00:25,Non stop,03 h 05 m,"₹ 6,217"
349,Air India,11/01/2023,New Delhi,Bengaluru,06:10,08:55,Non stop,02 h 45 m,"₹ 6,344"
350,Air India,11/01/2023,New Delhi,Bengaluru,08:00,10:55,Non stop,02 h 55 m,"₹ 6,344"
351,Vistara,11/01/2023,New Delhi,Bengaluru,08:10,10:45,Non stop,02 h 35 m,"₹ 6,344"
352,Air India,11/01/2023,New Delhi,Bengaluru,09:45,12:30,Non stop,02 h 45 m,"₹ 6,344"
353,Air India,11/01/2023,New Delhi,Bengaluru,21:10,00:05,Non stop,02 h 55 m,"₹ 6,344"
354,SpiceJet,11/01/2023,New Delhi,Bengaluru,20:30,23:05,Non stop,02 h 35 m,"₹ 6,654"
355,AirAsia,11/01/2023,New Delhi,Bengaluru,08:20,14:15,1 stop via Ranchi,05 h 55 m,"₹ 6,956"
356,AirAsia,11/01/2023,New Delhi,Bengaluru,16:30,19:20,Non stop,02 h 50 m,"₹ 7,016"
357,IndiGo,11/01/2023,New Delhi,Bengaluru,13:05,15:55,Non stop,02 h 50 m,"₹ 7,079"
358,IndiGo,11/01/2023,New Delhi,Bengaluru,15:40,18:30,Non stop,02 h 50 m,"₹ 7,079"
359,IndiGo,11/01/2023,New Delhi,Bengaluru,17:25,20:05,Non stop,02 h 40 m,"₹ 7,079"
360,IndiGo,11/01/2023,New Delhi,Bengaluru,19:20,22:05,Non stop,02 h 45 m,"₹ 7,079"
361,IndiGo,11/01/2023,New Delhi,Bengaluru,20:30,23:25,Non stop,02 h 55 m,"₹ 7,079"
362,Air India,11/01/2023,New Delhi,Bengaluru,13:30,16:25,Non stop,02 h 55 m,"₹ 7,184"
363,Air India,11/01/2023,New Delhi,Bengaluru,15:35,18:30,Non stop,02 h 55 m,"₹ 7,184"
364,Air India,11/01/2023,New Delhi,Bengaluru,16:55,20:15,Non stop,03 h 20 m,"₹ 7,184"
365,Air India,11/01/2023,New Delhi,Bengaluru,19:25,22:40,Non stop,03 h 15 m,"₹ 7,184"
366,Vistara,11/01/2023,New Delhi,Bengaluru,20:40,23:20,Non stop,02 h 40 m,"₹ 7,184"
367,IndiGo,11/01/2023,New Delhi,Bengaluru,08:10,13:00,1 stop via Hyderabad,04 h 50 m,"₹ 7,487"
368,AirAsia,11/01/2023,New Delhi,Bengaluru,19:05,21:45,Non stop,02 h 40 m,"₹ 8,025"
369,Vistara,11/01/2023,New Delhi,Bengaluru,09:05,11:50,Non stop,02 h 45 m,"₹ 8,234"
370,Vistara,11/01/2023,New Delhi,Bengaluru,16:05,18:50,Non stop,02 h 45 m,"₹ 8,234"
371,Vistara,11/01/2023,New Delhi,Bengaluru,14:10,17:00,Non stop,02 h 50 m,"₹ 9,284"
372,Vistara,11/01/2023,New Delhi,Bengaluru,17:30,20:25,Non stop,02 h 55 m,"₹ 9,284"
373,Vistara,11/01/2023,New Delhi,Bengaluru,19:55,22:40,Non stop,02 h 45 m,"₹ 9,284"
374,Go First,11/01/2023,New Delhi,Bengaluru,05:45,08:35,Non stop,02 h 50 m,"₹ 9,701"
375,Go First,11/01/2023,New Delhi,Bengaluru,20:10,22:50,Non stop,02 h 40 m,"₹ 11,702"
376,Go First,11/01/2023,New Delhi,Bengaluru,10:55,15:10,1 stop via Goa,04 h 15 m,"₹ 11,783"
377,IndiGo,12/01/2023,New Delhi,Bengaluru,07:55,11:05,Non stop,03 h 10 m,"₹ 4,537"
378,IndiGo,12/01/2023,New Delhi,Bengaluru,21:45,00:35,Non stop,02 h 50 m,"₹ 4,537"
379,SpiceJet,12/01/2023,New Delhi,Bengaluru,06:20,09:10,Non stop,02 h 50 m,"₹ 5,234"
380,SpiceJet,12/01/2023,New Delhi,Bengaluru,14:00,16:40,Non stop,02 h 40 m,"₹ 5,234"
381,AirAsia,12/01/2023,New Delhi,Bengaluru,08:10,10:55,Non stop,02 h 45 m,"₹ 5,235"
382,AirAsia,12/01/2023,New Delhi,Bengaluru,09:30,12:15,Non stop,02 h 45 m,"₹ 5,235"
383,AirAsia,12/01/2023,New Delhi,Bengaluru,16:30,19:20,Non stop,02 h 50 m,"₹ 5,235"
384,AirAsia,12/01/2023,New Delhi,Bengaluru,21:20,00:25,Non stop,03 h 05 m,"₹ 5,235"
385,IndiGo,12/01/2023,New Delhi,Bengaluru,04:20,07:15,Non stop,02 h 55 m,"₹ 5,237"
386,IndiGo,12/01/2023,New Delhi,Bengaluru,05:55,08:45,Non stop,02 h 50 m,"₹ 5,237"
387,IndiGo,12/01/2023,New Delhi,Bengaluru,07:00,09:50,Non stop,02 h 50 m,"₹ 5,237"
388,IndiGo,12/01/2023,New Delhi,Bengaluru,09:15,12:05,Non stop,02 h 50 m,"₹ 5,237"
389,IndiGo,12/01/2023,New Delhi,Bengaluru,20:30,23:25,Non stop,02 h 55 m,"₹ 5,237"
390,IndiGo,12/01/2023,New Delhi,Bengaluru,22:55,01:45,Non stop,02 h 50 m,"₹ 5,237"
391,AirAsia,12/01/2023,New Delhi,Bengaluru,07:10,12:10,1 stop via Lucknow,05 h,"₹ 5,237"
392,Air India,12/01/2023,New Delhi,Bengaluru,08:00,10:55,Non stop,02 h 55 m,"₹ 5,241"
393,Akasa Air,12/01/2023,New Delhi,Bengaluru,11:50,14:35,Non stop,02 h 45 m,"₹ 5,277"
394,Vistara,12/01/2023,New Delhi,Bengaluru,05:35,08:20,Non stop,02 h 45 m,"₹ 5,504"
395,Air India,12/01/2023,New Delhi,Bengaluru,06:10,08:55,Non stop,02 h 45 m,"₹ 5,504"
396,SpiceJet,12/01/2023,New Delhi,Bengaluru,20:30,23:05,Non stop,02 h 35 m,"₹ 5,611"
397,IndiGo,12/01/2023,New Delhi,Bengaluru,17:25,20:05,Non stop,02 h 40 m,"₹ 5,692"
398,IndiGo,12/01/2023,New Delhi,Bengaluru,19:20,22:05,Non stop,02 h 45 m,"₹ 5,692"
399,AirAsia,12/01/2023,New Delhi,Bengaluru,15:05,20:45,1 stop via Pune,05 h 40 m,"₹ 5,987"
400,Go First,12/01/2023,New Delhi,Bengaluru,20:10,22:50,Non stop,02 h 40 m,"₹ 6,001"
401,IndiGo,12/01/2023,New Delhi,Bengaluru,10:40,13:30,Non stop,02 h 50 m,"₹ 6,112"
402,IndiGo,12/01/2023,New Delhi,Bengaluru,11:45,14:40,Non stop,02 h 55 m,"₹ 6,112"
403,IndiGo,12/01/2023,New Delhi,Bengaluru,15:40,18:30,Non stop,02 h 50 m,"₹ 6,112"
404,AirAsia,12/01/2023,New Delhi,Bengaluru,19:05,21:45,Non stop,02 h 40 m,"₹ 6,217"
405,Vistara,12/01/2023,New Delhi,Bengaluru,08:10,10:45,Non stop,02 h 35 m,"₹ 6,344"
406,Air India,12/01/2023,New Delhi,Bengaluru,09:45,12:30,Non stop,02 h 45 m,"₹ 6,344"
407,Air India,12/01/2023,New Delhi,Bengaluru,15:35,18:30,Non stop,02 h 55 m,"₹ 6,344"
408,Air India,12/01/2023,New Delhi,Bengaluru,19:25,22:40,Non stop,03 h 15 m,"₹ 6,344"
409,Air India,12/01/2023,New Delhi,Bengaluru,21:10,00:05,Non stop,02 h 55 m,"₹ 6,344"
410,IndiGo,12/01/2023,New Delhi,Bengaluru,06:30,13:00,1 stop via Hyderabad,06 h 30 m,"₹ 6,737"
411,AirAsia,12/01/2023,New Delhi,Bengaluru,08:20,14:15,1 stop via Ranchi,05 h 55 m,"₹ 6,956"
412,IndiGo,12/01/2023,New Delhi,Bengaluru,13:05,15:55,Non stop,02 h 50 m,"₹ 7,079"
413,Vistara,12/01/2023,New Delhi,Bengaluru,09:05,11:50,Non stop,02 h 45 m,"₹ 7,184"
414,Air India,12/01/2023,New Delhi,Bengaluru,13:30,16:25,Non stop,02 h 55 m,"₹ 7,184"
415,Vistara,12/01/2023,New Delhi,Bengaluru,14:10,17:00,Non stop,02 h 50 m,"₹ 7,184"
416,Vistara,12/01/2023,New Delhi,Bengaluru,16:05,18:50,Non stop,02 h 45 m,"₹ 7,184"
417,Air India,12/01/2023,New Delhi,Bengaluru,16:55,20:15,Non stop,03 h 20 m,"₹ 7,184"
418,Vistara,12/01/2023,New Delhi,Bengaluru,20:40,23:20,Non stop,02 h 40 m,"₹ 7,184"
419,IndiGo,12/01/2023,New Delhi,Bengaluru,08:10,13:00,1 stop via Hyderabad,04 h 50 m,"₹ 7,487"
420,Vistara,12/01/2023,New Delhi,Bengaluru,17:30,20:25,Non stop,02 h 55 m,"₹ 8,234"
421,Vistara,12/01/2023,New Delhi,Bengaluru,19:55,22:40,Non stop,02 h 45 m,"₹ 8,234"
422,IndiGo,12/01/2023,New Delhi,Bengaluru,19:45,01:10,1 stop via Hyderabad,05 h 25 m,"₹ 8,237"
423,Go First,12/01/2023,New Delhi,Bengaluru,05:45,08:35,Non stop,02 h 50 m,"₹ 9,701"
424,Go First,12/01/2023,New Delhi,Bengaluru,10:45,15:10,1 stop via Goa,04 h 25 m,"₹ 10,103"
425,IndiGo,13/01/2023,New Delhi,Bengaluru,07:55,10:55,Non stop,03 h,"₹ 4,537"
426,SpiceJet,13/01/2023,New Delhi,Bengaluru,06:20,09:10,Non stop,02 h 50 m,"₹ 5,234"
427,SpiceJet,13/01/2023,New Delhi,Bengaluru,14:00,16:40,Non stop,02 h 40 m,"₹ 5,234"
428,AirAsia,13/01/2023,New Delhi,Bengaluru,08:10,10:55,Non stop,02 h 45 m,"₹ 5,235"
429,AirAsia,13/01/2023,New Delhi,Bengaluru,09:30,12:15,Non stop,02 h 45 m,"₹ 5,235"
430,IndiGo,13/01/2023,New Delhi,Bengaluru,04:20,07:15,Non stop,02 h 55 m,"₹ 5,237"
431,IndiGo,13/01/2023,New Delhi,Bengaluru,05:55,08:45,Non stop,02 h 50 m,"₹ 5,237"
432,IndiGo,13/01/2023,New Delhi,Bengaluru,07:00,09:50,Non stop,02 h 50 m,"₹ 5,237"
433,IndiGo,13/01/2023,New Delhi,Bengaluru,09:15,12:05,Non stop,02 h 50 m,"₹ 5,237"
434,IndiGo,13/01/2023,New Delhi,Bengaluru,10:40,13:30,Non stop,02 h 50 m,"₹ 5,237"
435,IndiGo,13/01/2023,New Delhi,Bengaluru,11:45,14:40,Non stop,02 h 55 m,"₹ 5,237"
436,IndiGo,13/01/2023,New Delhi,Bengaluru,13:05,15:55,Non stop,02 h 50 m,"₹ 5,237"
437,IndiGo,13/01/2023,New Delhi,Bengaluru,15:40,18:30,Non stop,02 h 50 m,"₹ 5,237"
438,AirAsia,13/01/2023,New Delhi,Bengaluru,07:10,12:10,1 stop via Lucknow,05 h,"₹ 5,237"
439,Akasa Air,13/01/2023,New Delhi,Bengaluru,11:50,14:35,Non stop,02 h 45 m,"₹ 5,277"
440,Go First,13/01/2023,New Delhi,Bengaluru,05:45,08:35,Non stop,02 h 50 m,"₹ 5,501"
441,Air India,13/01/2023,New Delhi,Bengaluru,06:10,08:55,Non stop,02 h 45 m,"₹ 5,504"
442,IndiGo,13/01/2023,New Delhi,Bengaluru,21:45,00:35,Non stop,02 h 50 m,"₹ 5,692"
443,IndiGo,13/01/2023,New Delhi,Bengaluru,22:55,01:45,Non stop,02 h 50 m,"₹ 5,692"
444,AirAsia,13/01/2023,New Delhi,Bengaluru,15:05,20:45,1 stop via Pune,05 h 40 m,"₹ 5,987"
445,AirAsia,13/01/2023,New Delhi,Bengaluru,16:30,19:20,Non stop,02 h 50 m,"₹ 6,321"
446,AirAsia,13/01/2023,New Delhi,Bengaluru,21:20,00:25,Non stop,03 h 05 m,"₹ 6,321"
447,Vistara,13/01/2023,New Delhi,Bengaluru,05:35,08:20,Non stop,02 h 45 m,"₹ 6,344"
448,Air India,13/01/2023,New Delhi,Bengaluru,08:00,10:55,Non stop,02 h 55 m,"₹ 6,344"
449,AirAsia,13/01/2023,New Delhi,Bengaluru,08:20,14:15,1 stop via Ranchi,05 h 55 m,"₹ 6,956"
450,IndiGo,13/01/2023,New Delhi,Bengaluru,17:25,20:05,Non stop,02 h 40 m,"₹ 7,079"
451,IndiGo,13/01/2023,New Delhi,Bengaluru,19:20,22:05,Non stop,02 h 45 m,"₹ 7,079"
452,IndiGo,13/01/2023,New Delhi,Bengaluru,20:30,23:25,Non stop,02 h 55 m,"₹ 7,079"
453,SpiceJet,13/01/2023,New Delhi,Bengaluru,20:30,23:05,Non stop,02 h 35 m,"₹ 7,180"
454,Vistara,13/01/2023,New Delhi,Bengaluru,08:10,10:45,Non stop,02 h 35 m,"₹ 7,184"
455,Air India,13/01/2023,New Delhi,Bengaluru,09:45,12:30,Non stop,02 h 45 m,"₹ 7,184"
456,Air India,13/01/2023,New Delhi,Bengaluru,15:35,18:30,Non stop,02 h 55 m,"₹ 7,184"
457,Air India,13/01/2023,New Delhi,Bengaluru,16:55,20:15,Non stop,03 h 20 m,"₹ 7,184"
458,Air India,13/01/2023,New Delhi,Bengaluru,19:25,22:40,Non stop,03 h 15 m,"₹ 7,184"
459,Air India,13/01/2023,New Delhi,Bengaluru,21:10,00:05,Non stop,02 h 55 m,"₹ 7,184"
460,SpiceJet,13/01/2023,New Delhi,Bengaluru,17:45,00:15,1 stop via Goa,06 h 30 m,"₹ 7,815"
461,Vistara,13/01/2023,New Delhi,Bengaluru,09:05,11:50,Non stop,02 h 45 m,"₹ 8,234"
462,Vistara,13/01/2023,New Delhi,Bengaluru,14:10,17:00,Non stop,02 h 50 m,"₹ 8,234"
463,Vistara,13/01/2023,New Delhi,Bengaluru,20:40,23:20,Non stop,02 h 40 m,"₹ 8,234"
464,AirAsia,13/01/2023,New Delhi,Bengaluru,19:05,21:45,Non stop,02 h 40 m,"₹ 8,235"
465,Vistara,13/01/2023,New Delhi,Bengaluru,16:05,18:50,Non stop,02 h 45 m,"₹ 9,284"
466,Vistara,13/01/2023,New Delhi,Bengaluru,17:30,20:25,Non stop,02 h 55 m,"₹ 10,334"
467,Vistara,13/01/2023,New Delhi,Bengaluru,19:55,22:40,Non stop,02 h 45 m,"₹ 10,334"
