,Airline,Journey_date,From,Destination,Dep_Time,Arrival_Time,Total_Stops,Duration,Price
6867,IndiGo,05/02/2023,Bengaluru,New Delhi,06:30,14:30,1 stop via Pune,08 h,"₹ 6,763"
6868,AirAsia,05/02/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 8,365"
6869,Vistara,05/02/2023,Bengaluru,New Delhi,15:50,20:20,1 stop via Goa,04 h 30 m,"₹ 22,227"
6870,Vistara,05/02/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
6871,Go First,05/02/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,235"
6872,SpiceJet,05/02/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 5,236"
6873,Go First,05/02/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,236"
6874,Akasa Air,06/02/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 5,236"
6875,SpiceJet,06/02/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
6876,IndiGo,06/02/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
6877,AirAsia,06/02/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
6878,IndiGo,06/02/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
6879,AirAsia,06/02/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
6880,AirAsia,06/02/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 5,237"
6881,IndiGo,06/02/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,237"
6882,IndiGo,06/02/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 5,250"
6883,AirAsia,06/02/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 5,250"
6884,Go First,06/02/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 5,250"
6885,Go First,06/02/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 5,250"
6886,Air India,06/02/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 5,250"
6887,Air India,06/02/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,250"
6888,Air India,06/02/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,250"
6889,Air India,06/02/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,354"
6890,Air India,06/02/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,354"
6891,Air India,06/02/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 5,354"
6892,Air India,06/02/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 5,354"
6893,IndiGo,06/02/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,354"
6894,IndiGo,06/02/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
6895,IndiGo,06/02/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,354"
6896,IndiGo,06/02/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,354"
6897,IndiGo,06/02/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,448"
6898,IndiGo,06/02/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
6899,IndiGo,06/02/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 5,500"
6900,IndiGo,06/02/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 5,500"
6901,AirAsia,06/02/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 5,500"
6902,AirAsia,06/02/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 5,500"
6903,Vistara,06/02/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 5,500"
6904,Vistara,06/02/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 5,500"
6905,Vistara,06/02/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 5,500"
6906,Vistara,06/02/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,500"
6907,Air India,06/02/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,500"
6908,Vistara,06/02/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 5,567"
6909,Vistara,06/02/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
6910,Vistara,06/02/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 5,235"
6911,Vistara,06/02/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,235"
6912,IndiGo,06/02/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,236"
6913,Akasa Air,07/02/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 5,236"
6914,SpiceJet,07/02/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,236"
6915,SpiceJet,07/02/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 5,236"
6916,AirAsia,07/02/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
6917,IndiGo,07/02/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 5,236"
6918,AirAsia,07/02/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,236"
6919,Vistara,07/02/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
6920,AirAsia,07/02/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
6921,Vistara,07/02/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,236"
6922,Vistara,07/02/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
6923,AirAsia,07/02/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
6924,IndiGo,07/02/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 5,237"
6925,Vistara,07/02/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,237"
6926,IndiGo,07/02/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 5,250"
6927,AirAsia,07/02/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 5,250"
6928,Go First,07/02/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 5,250"
6929,Go First,07/02/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 5,250"
6930,Air India,07/02/2023,Bengaluru,New Delhi,17:00,19:45,Non stop,02 h 45 m,"₹ 5,250"
6931,Air India,07/02/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,250"
6932,Air India,07/02/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,250"
6933,Air India,07/02/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,354"
6934,Air India,07/02/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,354"
6935,Air India,07/02/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 5,354"
6936,Air India,07/02/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,354"
6937,IndiGo,07/02/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
6938,IndiGo,07/02/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,354"
6939,IndiGo,07/02/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,354"
6940,IndiGo,07/02/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 5,449"
6941,IndiGo,07/02/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
6942,IndiGo,07/02/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 5,500"
6943,IndiGo,07/02/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 5,500"
6944,IndiGo,07/02/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 5,500"
6945,AirAsia,07/02/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 5,500"
6946,Vistara,07/02/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 5,657"
6947,Vistara,07/02/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 5,777"
6948,Vistara,07/02/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
6949,Vistara,07/02/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,235"
6950,AirAsia,07/02/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,236"
6951,IndiGo,07/02/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 5,236"
6952,Akasa Air,08/02/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
6953,SpiceJet,08/02/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 5,236"
6954,AirAsia,08/02/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,236"
6955,IndiGo,08/02/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
6956,AirAsia,08/02/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
6957,Vistara,08/02/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,236"
6958,Vistara,08/02/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
6959,AirAsia,08/02/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
6960,IndiGo,08/02/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,237"
6961,Vistara,08/02/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 5,250"
6962,IndiGo,08/02/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 5,250"
6963,AirAsia,08/02/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 5,250"
6964,Go First,08/02/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 5,250"
6965,Air India,08/02/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 5,250"
6966,Air India,08/02/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,250"
6967,Air India,08/02/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,250"
6968,Air India,08/02/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,354"
6969,Air India,08/02/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 5,354"
6970,Air India,08/02/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,354"
6971,Air India,08/02/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,354"
6972,IndiGo,08/02/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,354"
6973,IndiGo,08/02/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
6974,IndiGo,08/02/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 5,500"
6975,IndiGo,08/02/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 5,502"
6976,IndiGo,08/02/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,567"
6977,AirAsia,08/02/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 5,567"
6978,Vistara,08/02/2023,Bengaluru,New Delhi,05:05,12:40,1 stop via Ranchi,07 h 35 m,"₹ 5,657"
6979,Go First,08/02/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 5,659"
6980,IndiGo,08/02/2023,Bengaluru,New Delhi,02:45,09:45,1 stop via Pune,07 h,"₹ 5,659"
6981,IndiGo,08/02/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 5,763"
6982,AirAsia,08/02/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 5,763"
6983,IndiGo,08/02/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 5,763"
6984,IndiGo,08/02/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 5,763"
6985,Vistara,08/02/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 5,777"
6986,Vistara,08/02/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 5,987"
6987,Air India,08/02/2023,Bengaluru,New Delhi,05:30,10:45,1 stop via Goa,05 h 15 m,"₹ 6,351"
6988,Vistara,08/02/2023,Bengaluru,New Delhi,15:15,20:15,1 stop via Jaipur,05 h,"₹ 6,400"
6989,IndiGo,08/02/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 6,603"
6990,IndiGo,08/02/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 6,603"
6991,AirAsia,08/02/2023,Bengaluru,New Delhi,16:25,21:50,1 stop via Pune,05 h 25 m,"₹ 6,763"
6992,IndiGo,08/02/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 6,894"
6993,AirAsia,08/02/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 8,365"
6994,Vistara,08/02/2023,Bengaluru,New Delhi,15:50,20:20,1 stop via Goa,04 h 30 m,"₹ 9,313"
6995,Go First,08/02/2023,Bengaluru,New Delhi,09:20,15:35,1 stop via Hyderabad,06 h 15 m,"₹ 10,168"
6996,AirAsia,08/02/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
6997,SpiceJet,08/02/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 5,235"
6998,Go First,08/02/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,235"
6999,"Alliance Air, Vistara",08/02/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,236"
7000,Akasa Air,09/02/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 5,236"
7001,SpiceJet,09/02/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,236"
7002,SpiceJet,09/02/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 5,236"
7003,AirAsia,09/02/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 5,236"
7004,IndiGo,09/02/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
7005,AirAsia,09/02/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 5,236"
7006,IndiGo,09/02/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,236"
7007,Vistara,09/02/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
7008,AirAsia,09/02/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,236"
7009,Vistara,09/02/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
7010,Vistara,09/02/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
7011,AirAsia,09/02/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 5,237"
7012,Vistara,09/02/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,237"
7013,IndiGo,09/02/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 5,250"
7014,AirAsia,09/02/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 5,250"
7015,Go First,09/02/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 5,250"
7016,Go First,09/02/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 5,250"
7017,Air India,09/02/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 5,250"
7018,Air India,09/02/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 5,250"
7019,Air India,09/02/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,250"
7020,Air India,09/02/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,250"
7021,Air India,09/02/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 5,354"
7022,Air India,09/02/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 5,354"
7023,Air India,09/02/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 5,354"
7024,Air India,09/02/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 5,354"
7025,IndiGo,09/02/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,354"
7026,IndiGo,09/02/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
7027,IndiGo,09/02/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,354"
7028,IndiGo,09/02/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,354"
7029,IndiGo,09/02/2023,Bengaluru,New Delhi,18:45,00:35,1 stop via Lucknow,05 h 50 m,"₹ 5,482"
7030,IndiGo,09/02/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 5,500"
7031,IndiGo,09/02/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 5,500"
7032,IndiGo,09/02/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 5,500"
7033,AirAsia,09/02/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 5,657"
7034,Vistara,09/02/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 5,763"
7035,Vistara,09/02/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,987"
7036,Vistara,09/02/2023,Bengaluru,New Delhi,16:25,21:50,1 stop via Pune,05 h 25 m,"₹ 6,763"
7037,AirAsia,09/02/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 7,683"
7038,Vistara,09/02/2023,Bengaluru,New Delhi,06:10,10:55,1 stop via Pune,04 h 45 m,"₹ 8,113"
7039,IndiGo,09/02/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,226"
7040,Go First,09/02/2023,Bengaluru,New Delhi,17:20,19:30,Non stop,02 h 10 m,"₹ 5,235"
7041,SpiceJet,09/02/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,236"
7042,Vistara,09/02/2023,Bengaluru,New Delhi,11:30,14:20,Non stop,02 h 50 m,"₹ 5,236"
7043,Akasa Air,10/02/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 5,236"
7044,SpiceJet,10/02/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
7045,AirAsia,10/02/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
7046,AirAsia,10/02/2023,Bengaluru,New Delhi,06:20,09:00,Non stop,02 h 40 m,"₹ 5,237"
7047,IndiGo,10/02/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,237"
7048,IndiGo,10/02/2023,Bengaluru,New Delhi,05:45,08:45,Non stop,03 h,"₹ 5,250"
7049,IndiGo,10/02/2023,Bengaluru,New Delhi,10:00,12:50,Non stop,02 h 50 m,"₹ 5,250"
7050,Go First,10/02/2023,Bengaluru,New Delhi,11:45,14:45,Non stop,03 h,"₹ 5,250"
7051,Go First,10/02/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 5,250"
7052,Air India,10/02/2023,Bengaluru,New Delhi,17:10,20:00,Non stop,02 h 50 m,"₹ 5,250"
7053,Air India,10/02/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,250"
7054,Air India,10/02/2023,Bengaluru,New Delhi,04:25,07:15,Non stop,02 h 50 m,"₹ 5,354"
7055,Air India,10/02/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,354"
7056,Air India,10/02/2023,Bengaluru,New Delhi,09:50,12:40,Non stop,02 h 50 m,"₹ 5,354"
7057,Air India,10/02/2023,Bengaluru,New Delhi,13:45,16:45,Non stop,03 h,"₹ 5,354"
7058,IndiGo,10/02/2023,Bengaluru,New Delhi,16:50,19:45,Non stop,02 h 55 m,"₹ 5,354"
7059,IndiGo,10/02/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
7060,IndiGo,10/02/2023,Bengaluru,New Delhi,07:00,09:50,Non stop,02 h 50 m,"₹ 5,449"
7061,IndiGo,10/02/2023,Bengaluru,New Delhi,08:00,10:55,Non stop,02 h 55 m,"₹ 5,567"
7062,IndiGo,10/02/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,567"
7063,IndiGo,10/02/2023,Bengaluru,New Delhi,19:30,22:15,Non stop,02 h 45 m,"₹ 5,635"
7064,IndiGo,10/02/2023,Bengaluru,New Delhi,03:30,08:55,1 stop via Pune,05 h 25 m,"₹ 5,657"
7065,IndiGo,10/02/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,685"
7066,IndiGo,10/02/2023,Bengaluru,New Delhi,07:00,09:40,Non stop,02 h 40 m,"₹ 5,763"
7067,SpiceJet,10/02/2023,Bengaluru,New Delhi,08:00,10:35,Non stop,02 h 35 m,"₹ 5,763"
7068,AirAsia,10/02/2023,Bengaluru,New Delhi,18:45,21:25,Non stop,02 h 40 m,"₹ 5,763"
7069,AirAsia,10/02/2023,Bengaluru,New Delhi,19:40,22:20,Non stop,02 h 40 m,"₹ 5,763"
7070,Vistara,10/02/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,763"
7071,Vistara,10/02/2023,Bengaluru,New Delhi,21:10,23:45,Non stop,02 h 35 m,"₹ 5,763"
7072,Vistara,10/02/2023,Bengaluru,New Delhi,12:00,14:50,Non stop,02 h 50 m,"₹ 5,777"
7073,Vistara,10/02/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 6,068"
7074,Air India,10/02/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 6,068"
7075,Vistara,10/02/2023,Bengaluru,New Delhi,04:10,10:45,1 stop via Goa,06 h 35 m,"₹ 6,351"
7076,IndiGo,10/02/2023,Bengaluru,New Delhi,09:45,12:40,Non stop,02 h 55 m,"₹ 6,603"
7077,AirAsia,10/02/2023,Bengaluru,New Delhi,11:30,14:10,Non stop,02 h 40 m,"₹ 6,603"
7078,AirAsia,10/02/2023,Bengaluru,New Delhi,13:15,15:55,Non stop,02 h 40 m,"₹ 6,603"
7079,AirAsia,10/02/2023,Bengaluru,New Delhi,17:50,20:30,Non stop,02 h 40 m,"₹ 6,603"
7080,Vistara,10/02/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 6,617"
7081,Vistara,10/02/2023,Bengaluru,New Delhi,16:25,21:50,1 stop via Pune,05 h 25 m,"₹ 6,763"
7082,Air India,10/02/2023,Bengaluru,New Delhi,22:30,04:20,1 stop via Pune,05 h 50 m,"₹ 7,141"
7083,Vistara,10/02/2023,Bengaluru,New Delhi,05:55,08:35,Non stop,02 h 40 m,"₹ 7,683"
7084,IndiGo,10/02/2023,Bengaluru,New Delhi,06:10,10:55,1 stop via Pune,04 h 45 m,"₹ 8,113"
7085,Go First,10/02/2023,Bengaluru,New Delhi,15:50,20:20,1 stop via Goa,04 h 30 m,"₹ 10,363"
7086,IndiGo,10/02/2023,Bengaluru,New Delhi,06:05,08:55,Non stop,02 h 50 m,"₹ 5,236"
7087,SpiceJet,10/02/2023,Bengaluru,New Delhi,17:55,20:45,Non stop,02 h 50 m,"₹ 5,236"
7088,Vistara,10/02/2023,Bengaluru,New Delhi,19:50,22:50,Non stop,03 h,"₹ 5,236"
7089,Go First,10/02/2023,Bengaluru,New Delhi,20:40,23:35,Non stop,02 h 55 m,"₹ 5,236"
7090,AirAsia,11/02/2023,Bengaluru,New Delhi,22:00,01:00,Non stop,03 h,"₹ 5,236"
7091,AirAsia,11/02/2023,Bengaluru,New Delhi,22:40,01:25,Non stop,02 h 45 m,"₹ 5,236"
7092,AirAsia,11/02/2023,Bengaluru,New Delhi,07:35,10:30,Non stop,02 h 55 m,"₹ 5,237"
7093,IndiGo,11/02/2023,Bengaluru,New Delhi,21:25,00:10,Non stop,02 h 45 m,"₹ 5,237"
7094,IndiGo,11/02/2023,Bengaluru,New Delhi,19:20,22:20,Non stop,03 h,"₹ 5,250"
7095,AirAsia,11/02/2023,Bengaluru,New Delhi,21:00,00:10,Non stop,03 h 10 m,"₹ 5,250"
7096,Go First,11/02/2023,Bengaluru,New Delhi,15:40,18:25,Non stop,02 h 45 m,"₹ 5,276"
7097,Go First,11/02/2023,Bengaluru,New Delhi,05:35,08:25,Non stop,02 h 50 m,"₹ 5,354"
7098,Air India,11/02/2023,Bengaluru,New Delhi,18:00,20:50,Non stop,02 h 50 m,"₹ 5,354"
7099,Air India,11/02/2023,Bengaluru,New Delhi,19:15,22:10,Non stop,02 h 55 m,"₹ 5,354"
7100,Akasa Air,11/02/2023,Bengaluru,New Delhi,23:20,02:10,Non stop,02 h 50 m,"₹ 5,354"
7101,IndiGo,11/02/2023,Bengaluru,New Delhi,15:25,18:25,Non stop,03 h,"₹ 5,449"
7102,IndiGo,11/02/2023,Bengaluru,New Delhi,15:00,18:00,Non stop,03 h,"₹ 5,500"
